Modelos,Escala dos Dados,Variáveis Utilizadas,Acurácia Média,Recall Médio,Precisão Média
SGDClassifier,QuantileTransformer,14,0.7752121212121212,0.754938775510204,0.7964663108448102
MLPClassifier,Normalizer,10,0.7751919191919191,0.8230204081632653,0.7552910033180746
MLPClassifier,Normalizer,9,0.7751717171717172,0.8150204081632653,0.7598221570067952
MLPClassifier,StandardScaler,11,0.7751515151515151,0.7788571428571428,0.7759964012595593
MLPClassifier,Original,9,0.7751515151515151,0.7467755102040815,0.797698746810136
MLPClassifier,MinMaxScaler,8,0.7751515151515151,0.770938775510204,0.7843224719531339
MLPClassifier,MaxAbsScaler,10,0.7751313131313131,0.7827755102040816,0.7785251775128657
MLPClassifier,RobustScaler,11,0.7751111111111111,0.7667755102040816,0.7839507050177363
MLPClassifier,RobustScaler,13,0.7751111111111111,0.7586938775510204,0.7868025917437682
MLPClassifier,Original,11,0.7751111111111111,0.7507755102040816,0.7949213531566472
MLPClassifier,Original,21,0.7751111111111111,0.7466938775510205,0.7953563054305937
MLPClassifier,Normalizer,7,0.7732121212121211,0.8191020408163265,0.754293980251427
MLPClassifier,Normalizer,19,0.7731919191919192,0.8271020408163265,0.7491099393033793
MLPClassifier,RobustScaler,19,0.7731717171717172,0.7628571428571428,0.7820448228045545
MLPClassifier,StandardScaler,20,0.7731515151515151,0.770857142857143,0.7776223475060685
MLPClassifier,RobustScaler,16,0.7731515151515151,0.7548571428571428,0.7876738145575356
SGDClassifier,MaxAbsScaler,15,0.7731111111111111,0.718530612244898,0.8121222970847031
MLPClassifier,Original,16,0.7730909090909093,0.7346122448979591,0.7997613398079683
SGDClassifier,QuantileTransformer,13,0.7711919191919192,0.782530612244898,0.7814548596757154
MLPClassifier,Normalizer,18,0.7711919191919192,0.8231020408163265,0.7481051799168112
CatBoostClassifier,Normalizer,17,0.7711919191919192,0.7788571428571429,0.7680958723815866
MLPClassifier,StandardScaler,17,0.7711717171717172,0.7708571428571429,0.7751887680136654
MLPClassifier,StandardScaler,16,0.7711717171717172,0.7708571428571429,0.7753205368296449
AdaBoostClassifier,MaxAbsScaler,12,0.7711515151515153,0.7266938775510203,0.7977028824833703
AdaBoostClassifier,RobustScaler,12,0.7711515151515153,0.7266938775510203,0.7977028824833703
MLPClassifier,RobustScaler,18,0.7711515151515151,0.7587755102040816,0.7804571775492974
MLPClassifier,RobustScaler,20,0.7711515151515151,0.7627755102040817,0.7792382312011986
AdaBoostClassifier,RobustScaler,8,0.7711313131313131,0.7346938775510204,0.7922285392683172
MLPClassifier,RobustScaler,15,0.7711313131313131,0.7587755102040816,0.7816949716949717
AdaBoostClassifier,MaxAbsScaler,8,0.7711313131313131,0.7346938775510204,0.7922285392683172
CatBoostClassifier,RobustScaler,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,MinMaxScaler,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,Original,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,QuantileTransformer,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,MaxAbsScaler,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,StandardScaler,12,0.7711111111111111,0.7467755102040815,0.787674090615267
CatBoostClassifier,MinMaxScaler,19,0.7691717171717172,0.7507755102040815,0.782136969277872
CatBoostClassifier,QuantileTransformer,19,0.7691717171717172,0.7507755102040815,0.782136969277872
CatBoostClassifier,StandardScaler,19,0.7691717171717172,0.7507755102040815,0.782136969277872
CatBoostClassifier,Original,19,0.7691717171717172,0.7507755102040815,0.782136969277872
CatBoostClassifier,MaxAbsScaler,19,0.7691717171717172,0.7507755102040815,0.782136969277872
CatBoostClassifier,RobustScaler,19,0.7691717171717172,0.7507755102040815,0.782136969277872
MLPClassifier,Normalizer,17,0.7691717171717171,0.8391836734693878,0.7399014778325123
AdaBoostClassifier,MinMaxScaler,12,0.7691515151515151,0.7266938775510203,0.7946416579935744
CatBoostClassifier,MinMaxScaler,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
AdaBoostClassifier,StandardScaler,12,0.7691515151515151,0.7266938775510203,0.7946416579935744
CatBoostClassifier,RobustScaler,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
CatBoostClassifier,StandardScaler,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
CatBoostClassifier,QuantileTransformer,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
AdaBoostClassifier,QuantileTransformer,12,0.7691515151515151,0.7266938775510203,0.7946416579935744
CatBoostClassifier,Original,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
AdaBoostClassifier,MaxAbsScaler,11,0.7691515151515151,0.7306938775510204,0.7928009216990565
AdaBoostClassifier,RobustScaler,11,0.7691515151515151,0.7306938775510204,0.7928009216990565
CatBoostClassifier,MaxAbsScaler,16,0.7691515151515151,0.7508571428571428,0.7824736055657254
AdaBoostClassifier,Original,12,0.7691515151515151,0.7266938775510203,0.7946416579935744
AdaBoostClassifier,StandardScaler,8,0.7691313131313132,0.7346938775510204,0.789037049906615
CatBoostClassifier,QuantileTransformer,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
AdaBoostClassifier,Original,8,0.7691313131313132,0.7346938775510204,0.789037049906615
CatBoostClassifier,MaxAbsScaler,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
AdaBoostClassifier,QuantileTransformer,8,0.7691313131313132,0.7346938775510204,0.789037049906615
CatBoostClassifier,Original,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
CatBoostClassifier,RobustScaler,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
CatBoostClassifier,MinMaxScaler,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
AdaBoostClassifier,MinMaxScaler,8,0.7691313131313132,0.7346938775510204,0.789037049906615
CatBoostClassifier,StandardScaler,14,0.7691313131313132,0.7428571428571429,0.7866733266733267
AdaBoostClassifier,MaxAbsScaler,7,0.7691111111111112,0.7306938775510203,0.7912157390138589
AdaBoostClassifier,RobustScaler,7,0.7691111111111112,0.7306938775510203,0.7912157390138589
CatBoostClassifier,MaxAbsScaler,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
CatBoostClassifier,RobustScaler,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
CatBoostClassifier,StandardScaler,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
CatBoostClassifier,Original,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
CatBoostClassifier,QuantileTransformer,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
AdaBoostClassifier,RobustScaler,13,0.7691111111111111,0.7306122448979591,0.7921576212690106
CatBoostClassifier,MinMaxScaler,10,0.7691111111111111,0.7467755102040815,0.7825464163571579
AdaBoostClassifier,RobustScaler,14,0.7691111111111111,0.7306122448979591,0.7921576212690106
AdaBoostClassifier,MaxAbsScaler,13,0.7691111111111111,0.7306122448979591,0.7921576212690106
AdaBoostClassifier,MaxAbsScaler,14,0.7691111111111111,0.7306122448979591,0.7921576212690106
SGDClassifier,RobustScaler,10,0.769090909090909,0.7628571428571429,0.7791228239444331
SGDClassifier,MaxAbsScaler,7,0.7690303030303032,0.7633469387755102,0.7747906826687314
SGDClassifier,RobustScaler,16,0.7671919191919192,0.6987755102040816,0.8118971594443293
CatBoostClassifier,Normalizer,15,0.7671919191919192,0.7788571428571429,0.7623436792582187
CatBoostClassifier,Normalizer,16,0.7671919191919192,0.7748571428571428,0.763988603988604
MLPClassifier,Normalizer,13,0.7671919191919191,0.8231836734693878,0.7436898432951065
MLPClassifier,Normalizer,11,0.7671919191919191,0.8231836734693878,0.7436898432951065
MLPClassifier,Normalizer,16,0.7671717171717172,0.8391836734693878,0.737622109042331
MLPClassifier,Normalizer,20,0.7671717171717172,0.8231020408163265,0.7427491173465928
MLPClassifier,Normalizer,15,0.7671717171717172,0.847265306122449,0.7339038216104676
CatBoostClassifier,Original,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
CatBoostClassifier,StandardScaler,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
CatBoostClassifier,RobustScaler,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
CatBoostClassifier,MinMaxScaler,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
CatBoostClassifier,QuantileTransformer,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
AdaBoostClassifier,Original,11,0.7671515151515151,0.7306938775510204,0.7900105747910625
CatBoostClassifier,MaxAbsScaler,20,0.7671515151515151,0.7467755102040815,0.7806495846254254
AdaBoostClassifier,QuantileTransformer,11,0.7671515151515151,0.7306938775510204,0.7900105747910625
AdaBoostClassifier,MinMaxScaler,11,0.7671515151515151,0.7306938775510204,0.7900105747910625
AdaBoostClassifier,StandardScaler,11,0.7671515151515151,0.7306938775510204,0.7900105747910625
AdaBoostClassifier,MaxAbsScaler,9,0.7671313131313131,0.7386938775510203,0.7845613465818069
AdaBoostClassifier,RobustScaler,9,0.7671313131313131,0.7386938775510203,0.7845613465818069
GradientBoostingClassifier,Normalizer,12,0.7671313131313131,0.7506938775510205,0.7796487769996905
AdaBoostClassifier,QuantileTransformer,7,0.7671111111111112,0.7306938775510203,0.7880242496521566
AdaBoostClassifier,Original,7,0.7671111111111112,0.7306938775510203,0.7880242496521566
MLPClassifier,StandardScaler,10,0.7671111111111112,0.7628571428571428,0.7718596491228069
AdaBoostClassifier,StandardScaler,7,0.7671111111111112,0.7306938775510203,0.7880242496521566
AdaBoostClassifier,MinMaxScaler,7,0.7671111111111112,0.7306938775510203,0.7880242496521566
AdaBoostClassifier,Original,13,0.7671111111111111,0.7306122448979591,0.7890963967792146
AdaBoostClassifier,StandardScaler,13,0.7671111111111111,0.7306122448979591,0.7890963967792146
AdaBoostClassifier,StandardScaler,14,0.7671111111111111,0.7306122448979591,0.7890963967792146
AdaBoostClassifier,MinMaxScaler,13,0.7671111111111111,0.7306122448979591,0.7890963967792146
MLPClassifier,StandardScaler,21,0.7671111111111111,0.7628571428571428,0.7727582436928692
AdaBoostClassifier,QuantileTransformer,14,0.7671111111111111,0.7306122448979591,0.7890963967792146
AdaBoostClassifier,MinMaxScaler,14,0.7671111111111111,0.7306122448979591,0.7890963967792146
SGDClassifier,RobustScaler,13,0.7671111111111111,0.7146938775510204,0.8074545504494456
AdaBoostClassifier,QuantileTransformer,13,0.7671111111111111,0.7306122448979591,0.7890963967792146
AdaBoostClassifier,Original,14,0.7671111111111111,0.7306122448979591,0.7890963967792146
SGDClassifier,QuantileTransformer,10,0.7671111111111111,0.794530612244898,0.7632333476755384
SGDClassifier,MaxAbsScaler,13,0.7670909090909092,0.7262040816326529,0.7960765176197431
SGDClassifier,MaxAbsScaler,16,0.7652121212121212,0.8114285714285714,0.7456476282691378
MLPClassifier,Normalizer,12,0.7651919191919191,0.8231836734693878,0.7407942203994835
CatBoostClassifier,Normalizer,13,0.7651717171717173,0.7708571428571428,0.7631776589423648
MLPClassifier,Normalizer,21,0.7651717171717172,0.8231020408163265,0.7405280702815478
MLPClassifier,Normalizer,14,0.7651717171717171,0.8431836734693878,0.733448275862069
CatBoostClassifier,Normalizer,21,0.7651515151515152,0.7588571428571429,0.7693598087265027
CatBoostClassifier,MaxAbsScaler,18,0.7651515151515151,0.7507755102040816,0.776923388925557
CatBoostClassifier,StandardScaler,18,0.7651515151515151,0.7507755102040816,0.776923388925557
CatBoostClassifier,Original,18,0.7651515151515151,0.7507755102040816,0.776923388925557
CatBoostClassifier,QuantileTransformer,18,0.7651515151515151,0.7507755102040816,0.776923388925557
CatBoostClassifier,RobustScaler,18,0.7651515151515151,0.7507755102040816,0.776923388925557
CatBoostClassifier,MinMaxScaler,18,0.7651515151515151,0.7507755102040816,0.776923388925557
AdaBoostClassifier,MinMaxScaler,9,0.7651313131313131,0.7386938775510203,0.78184641445511
MLPClassifier,RobustScaler,21,0.7651313131313131,0.7547755102040817,0.7734491364680043
AdaBoostClassifier,QuantileTransformer,9,0.7651313131313131,0.7386938775510203,0.78184641445511
CatBoostClassifier,Normalizer,11,0.7651313131313131,0.7748571428571429,0.7606285956158079
AdaBoostClassifier,StandardScaler,9,0.7651313131313131,0.7386938775510203,0.78184641445511
AdaBoostClassifier,Original,9,0.7651313131313131,0.7386938775510203,0.78184641445511
CatBoostClassifier,MaxAbsScaler,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
CatBoostClassifier,MinMaxScaler,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
CatBoostClassifier,RobustScaler,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
CatBoostClassifier,QuantileTransformer,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
CatBoostClassifier,StandardScaler,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
CatBoostClassifier,Original,21,0.7651111111111112,0.7427755102040816,0.7806039849902225
SGDClassifier,QuantileTransformer,15,0.7650707070707071,0.7223673469387755,0.7967761586239848
AdaBoostClassifier,MaxAbsScaler,17,0.7650707070707071,0.7266122448979593,0.7883858998144714
AdaBoostClassifier,RobustScaler,18,0.7650707070707071,0.7266122448979593,0.7883858998144714
AdaBoostClassifier,MaxAbsScaler,18,0.7650707070707071,0.7266122448979593,0.7883858998144714
AdaBoostClassifier,RobustScaler,17,0.7650707070707071,0.7266122448979593,0.7883858998144714
SGDClassifier,RobustScaler,15,0.7650707070707071,0.7183673469387755,0.8018038413934446
CatBoostClassifier,Normalizer,14,0.7631919191919192,0.7708571428571429,0.7609021157538678
CatBoostClassifier,Normalizer,19,0.7631515151515152,0.7668571428571429,0.7623219373219372
CatBoostClassifier,RobustScaler,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,MaxAbsScaler,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,QuantileTransformer,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,MinMaxScaler,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,StandardScaler,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,Original,15,0.7631313131313131,0.7427755102040816,0.7765195552281735
CatBoostClassifier,RobustScaler,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,RobustScaler,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,MaxAbsScaler,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,MaxAbsScaler,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,StandardScaler,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,Normalizer,8,0.7631111111111111,0.7788571428571429,0.7573151508251407
SGDClassifier,RobustScaler,12,0.7631111111111111,0.7384489795918368,0.785659226856661
CatBoostClassifier,StandardScaler,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,MinMaxScaler,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,QuantileTransformer,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,Original,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,Original,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,QuantileTransformer,13,0.7631111111111111,0.7468571428571428,0.7753280950623143
CatBoostClassifier,MinMaxScaler,17,0.7631111111111111,0.7387755102040817,0.7797219524661385
CatBoostClassifier,MinMaxScaler,8,0.763090909090909,0.7508571428571429,0.7737970381951229
CatBoostClassifier,QuantileTransformer,8,0.763090909090909,0.7508571428571429,0.7737970381951229
CatBoostClassifier,Original,8,0.763090909090909,0.7508571428571429,0.7737970381951229
CatBoostClassifier,MaxAbsScaler,8,0.763090909090909,0.7508571428571429,0.7737970381951229
CatBoostClassifier,RobustScaler,8,0.763090909090909,0.7508571428571429,0.7737970381951229
CatBoostClassifier,StandardScaler,8,0.763090909090909,0.7508571428571429,0.7737970381951229
SGDClassifier,MaxAbsScaler,17,0.7630707070707071,0.7424489795918366,0.7747529154398323
AdaBoostClassifier,Original,18,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,StandardScaler,18,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,MinMaxScaler,18,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,StandardScaler,17,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,QuantileTransformer,17,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,QuantileTransformer,18,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,MinMaxScaler,17,0.7630707070707071,0.7266122448979593,0.7853246753246754
AdaBoostClassifier,Original,17,0.7630707070707071,0.7266122448979593,0.7853246753246754
CatBoostClassifier,MinMaxScaler,7,0.763070707070707,0.7508571428571429,0.774512848617708
CatBoostClassifier,RobustScaler,7,0.763070707070707,0.7508571428571429,0.774512848617708
CatBoostClassifier,Original,7,0.763070707070707,0.7508571428571429,0.774512848617708
CatBoostClassifier,MaxAbsScaler,7,0.763070707070707,0.7508571428571429,0.774512848617708
CatBoostClassifier,StandardScaler,7,0.763070707070707,0.7508571428571429,0.774512848617708
CatBoostClassifier,QuantileTransformer,7,0.763070707070707,0.7508571428571429,0.774512848617708
SGDClassifier,MinMaxScaler,15,0.7630505050505051,0.6944489795918367,0.81898614578974
AdaBoostClassifier,RobustScaler,16,0.763050505050505,0.7266122448979593,0.7852022263450836
AdaBoostClassifier,MaxAbsScaler,16,0.763050505050505,0.7266122448979593,0.7852022263450836
CatBoostClassifier,Normalizer,20,0.7611515151515151,0.7588571428571429,0.7638023622678354
CatBoostClassifier,Normalizer,18,0.7611515151515151,0.7668571428571429,0.7594944363812288
GradientBoostingClassifier,MaxAbsScaler,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
GradientBoostingClassifier,MinMaxScaler,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
GradientBoostingClassifier,StandardScaler,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
GradientBoostingClassifier,RobustScaler,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
GradientBoostingClassifier,Original,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
CatBoostClassifier,Normalizer,9,0.7611313131313132,0.7829387755102041,0.7525084984619929
GradientBoostingClassifier,QuantileTransformer,15,0.7611313131313132,0.7426938775510203,0.7725209145474926
GradientBoostingClassifier,Normalizer,13,0.7611111111111112,0.7506938775510205,0.7688388576193453
AdaBoostClassifier,MaxAbsScaler,10,0.7611111111111112,0.7266122448979592,0.7807159184635324
AdaBoostClassifier,RobustScaler,10,0.7611111111111112,0.7266122448979592,0.7807159184635324
SGDClassifier,QuantileTransformer,21,0.7611111111111111,0.7466122448979592,0.788707619018934
CatBoostClassifier,MinMaxScaler,11,0.761090909090909,0.7427755102040816,0.7718402038690793
CatBoostClassifier,Original,11,0.761090909090909,0.7427755102040816,0.7718402038690793
GradientBoostingClassifier,Normalizer,16,0.761090909090909,0.7627755102040815,0.764413565500522
CatBoostClassifier,QuantileTransformer,11,0.761090909090909,0.7427755102040816,0.7718402038690793
CatBoostClassifier,RobustScaler,11,0.761090909090909,0.7427755102040816,0.7718402038690793
CatBoostClassifier,StandardScaler,11,0.761090909090909,0.7427755102040816,0.7718402038690793
CatBoostClassifier,MaxAbsScaler,11,0.761090909090909,0.7427755102040816,0.7718402038690793
AdaBoostClassifier,MaxAbsScaler,19,0.761070707070707,0.7266122448979593,0.7810736468500444
AdaBoostClassifier,RobustScaler,19,0.761070707070707,0.7266122448979593,0.7810736468500444
SGDClassifier,MinMaxScaler,17,0.7610505050505052,0.670204081632653,0.8246466565349543
CatBoostClassifier,MaxAbsScaler,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
CatBoostClassifier,RobustScaler,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
CatBoostClassifier,StandardScaler,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
AdaBoostClassifier,Original,16,0.7610505050505051,0.7266122448979593,0.7821410018552877
AdaBoostClassifier,StandardScaler,16,0.7610505050505051,0.7266122448979593,0.7821410018552877
CatBoostClassifier,Original,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
CatBoostClassifier,MinMaxScaler,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
CatBoostClassifier,QuantileTransformer,9,0.7610505050505051,0.7507755102040816,0.7697392973171823
CatBoostClassifier,Normalizer,7,0.7610505050505051,0.7627755102040817,0.762042019383138
AdaBoostClassifier,MinMaxScaler,16,0.7610505050505051,0.7266122448979593,0.7821410018552877
AdaBoostClassifier,QuantileTransformer,16,0.7610505050505051,0.7266122448979593,0.7821410018552877
GradientBoostingClassifier,MinMaxScaler,16,0.7591717171717172,0.7466938775510203,0.7672833020637897
GradientBoostingClassifier,RobustScaler,16,0.7591717171717172,0.7466938775510203,0.7672833020637897
GradientBoostingClassifier,RobustScaler,21,0.7591717171717172,0.7427755102040816,0.7686171328434755
