iter	Logloss
308	0.4140162439
309	0.4138172626
310	0.4137414521
311	0.413582397
312	0.4134436195
313	0.4132643114
314	0.4130477633
315	0.4128103642
316	0.4126976664
317	0.4126317049
318	0.4125209487
319	0.4122782934
320	0.4121490472
321	0.4119300695
322	0.4118123114
323	0.4116683046
324	0.4115457956
325	0.4113063929
326	0.411186262
327	0.4109847514
328	0.4108990663
329	0.4107452263
330	0.4106086075
331	0.4104149819
332	0.4101999401
333	0.4099370457
334	0.4097653546
335	0.409477617
336	0.4092276183
337	0.4090911238
338	0.4089321772
339	0.4087070665
340	0.4086159041
341	0.4083828301
342	0.4082230178
343	0.4081914494
344	0.4078416362
345	0.4076543557
346	0.4074005493
347	0.4072030009
348	0.4070654687
349	0.4068783985
350	0.4067315454
351	0.4066902159
352	0.4065568295
353	0.4065485235
354	0.4062899837
355	0.4060684597
356	0.4058805744
357	0.4057235733
358	0.4055918838
359	0.4054725315
360	0.4053851255
361	0.4053671237
362	0.4052439475
363	0.4051621475
364	0.4049993165
365	0.4046856185
366	0.4045039479
367	0.4043306175
368	0.4042227858
369	0.4040617019
370	0.4038371535
371	0.4036095583
372	0.4035361864
373	0.4034529744
374	0.4033631943
375	0.4032714549
376	0.403169186
377	0.4030864825
378	0.4028730734
379	0.4027012174
380	0.4025251014
381	0.4022931777
382	0.4021628993
383	0.4020616116
384	0.4019296408
385	0.4017738856
386	0.4016709461
387	0.4016475961
388	0.401567283
389	0.4013947839
390	0.4012281035
391	0.401018099
392	0.4008734424
393	0.400699071
394	0.4005838406
395	0.4004358967
396	0.400267174
397	0.4002222889
398	0.4000850417
399	0.3999122585
400	0.399790085
401	0.3996760332
402	0.3995457007
403	0.3993133368
404	0.3992295005
405	0.3990601455
406	0.3989877822
407	0.3988115586
408	0.3986692519
409	0.3985878946
410	0.3984517217
411	0.3983265149
412	0.398198597
413	0.3981121498
414	0.3979253892
415	0.3979050754
416	0.3977215087
417	0.3975680982
418	0.3974222729
419	0.3972658851
420	0.3971483975
421	0.3970490516
422	0.396944803
423	0.3967991213
424	0.3966930015
425	0.3965486348
426	0.396443414
427	0.3963180069
428	0.3961580834
429	0.3959411174
430	0.3958300937
431	0.3956070467
432	0.3954935505
433	0.3954451885
434	0.3951965514
435	0.3951774496
436	0.3949776282
437	0.3948670438
438	0.3946266436
439	0.3944247021
440	0.3943125687
441	0.3941291635
442	0.3941144272
443	0.3939726375
444	0.3938795028
445	0.3938144135
446	0.3937470281
447	0.3936255447
448	0.3935230868
449	0.3933467802
450	0.3931416844
451	0.393099453
452	0.3930397602
453	0.3928892403
454	0.3927911317
455	0.392685461
456	0.3924874386
457	0.3924132546
458	0.3923386028
459	0.3922025921
460	0.392086248
461	0.3919308529
462	0.3918532789
463	0.3917430598
464	0.3916115507
465	0.3915356137
466	0.3914930222
467	0.3913323312
468	0.3912046718
469	0.3911676717
470	0.3910151667
471	0.3907992573
472	0.3906579395
473	0.3906299456
474	0.3904694172
475	0.3903843981
476	0.3902720149
477	0.3901204229
478	0.3901183652
479	0.3899972872
480	0.3899023267
481	0.3897721703
482	0.3895820907
483	0.3895134393
484	0.3895061497
485	0.3894168071
486	0.3893307902
487	0.3892696903
488	0.3890736369
489	0.3889164444
490	0.3888289919
491	0.3888208527
492	0.3888019576
493	0.3886908519
494	0.3885299646
495	0.3883581557
496	0.3882426312
497	0.3881167516
498	0.3879932577
499	0.3879856336
500	0.3878974657
501	0.3878638072
502	0.3877605084
503	0.3876336865
504	0.387545902
505	0.3873642731
506	0.3871055767
507	0.3870161119
508	0.3869353125
509	0.386693852
510	0.3865836843
511	0.3864737014
512	0.3864638625
513	0.3863880433
514	0.3862651126
515	0.3862534327
516	0.386060954
517	0.3860134046
518	0.3857750691
519	0.3857565018
520	0.3857017711
521	0.3855909552
522	0.3855879935
523	0.3854373096
524	0.3854061481
525	0.3853117705
526	0.3852480139
527	0.3851130886
528	0.3849515809
529	0.3847719849
530	0.384619223
531	0.3845037522
532	0.3844132049
533	0.3843187945
534	0.3842870821
535	0.384170022
536	0.3840564426
537	0.3840528224
538	0.3840178889
539	0.3839622566
540	0.3838690578
541	0.38379004
542	0.3836904264
543	0.3835865305
544	0.3834334362
545	0.3832244456
546	0.3832231936
547	0.3830987084
548	0.3830984869
549	0.3830162739
550	0.3829254028
551	0.3828539917
552	0.3828166582
553	0.3827565611
554	0.3826559406
555	0.38254598
556	0.3825155253
557	0.3823535596
558	0.3822706462
559	0.3821997182
560	0.382165957
561	0.3819866662
562	0.3818595488
563	0.3817868206
564	0.381672421
565	0.38161728
566	0.3815857371
567	0.3814574554
568	0.3814315754
569	0.381318773
570	0.3813028422
571	0.3812526185
572	0.3810890048
573	0.3810871236
574	0.3809904714
575	0.3808604486
576	0.3808241634
577	0.3807049797
578	0.3807027494
579	0.3805508017
580	0.3803686162
581	0.3802646846
582	0.3801461562
583	0.3800634938
584	0.3799925229
585	0.3798996567
586	0.3798596903
587	0.3798278689
588	0.3797060406
589	0.3796057748
590	0.3795350305
591	0.3794447708
592	0.3792902794
593	0.3792890449
594	0.3791715369
595	0.3790794597
596	0.378966524
597	0.378832216
598	0.3786760998
599	0.378601178
600	0.3784663984
601	0.378435648
602	0.3783549819
603	0.3782146032
604	0.3780865123
605	0.3780863431
606	0.3780861762
607	0.3779210613
608	0.3778278332
609	0.3776367199
610	0.3774954984
611	0.3773258571
612	0.3772063691
613	0.3771014897
614	0.3770183852
615	0.3769693057
616	0.3768438374
617	0.3767723178
618	0.3766497519
619	0.376520413
620	0.3764137038
621	0.3762923249
622	0.3761536617
623	0.3760802729
624	0.3759400901
625	0.3757513833
626	0.3756752148
627	0.3756289103
628	0.3755772722
629	0.3755301413
630	0.3755055559
631	0.3755039968
632	0.3753847513
633	0.3752904253
634	0.3751936673
635	0.3751593943
636	0.3750628656
637	0.3749686489
638	0.3748897665
639	0.3748730109
640	0.3747758095
641	0.3746928929
642	0.3745494963
643	0.3744417511
644	0.374295376
645	0.3742046441
646	0.3741530577
647	0.3740057782
648	0.3738929337
649	0.3738066606
650	0.3736501617
651	0.3735510639
652	0.3734091056
653	0.3732648978
654	0.3731831998
655	0.3730997156
656	0.373002168
657	0.3729527948
658	0.3728886924
659	0.3728675531
660	0.3726815927
661	0.3725738693
662	0.3725290588
663	0.3724240217
664	0.3723035101
665	0.3722112877
666	0.3721957005
667	0.3721188566
668	0.372041872
669	0.371966444
670	0.37182668
671	0.371807277
672	0.3716763503
673	0.3716316499
674	0.3715408029
675	0.3715345698
676	0.3714865629
677	0.3714358518
678	0.3713353183
679	0.3712555678
680	0.371142022
681	0.371004766
682	0.370911329
683	0.3708497838
684	0.3708272741
685	0.3708265871
686	0.3707798994
687	0.3707056264
688	0.3706441354
689	0.3706408194
690	0.3705175083
691	0.3703806444
692	0.370268381
693	0.3702663798
694	0.3701812015
695	0.3701287398
696	0.3701135266
697	0.3700998128
698	0.3700962908
699	0.3699038463
700	0.3698433137
701	0.3697833711
702	0.3696394887
703	0.3695164199
704	0.3694463447
705	0.3693868471
706	0.3691929698
707	0.369148184
708	0.3690484985
709	0.3689816518
710	0.3689016569
711	0.3688711266
712	0.3687058986
713	0.3685840919
714	0.3685359469
715	0.3684594157
716	0.3684206206
717	0.3683455951
718	0.3683212506
719	0.3682479612
720	0.3680777804
721	0.368040778
722	0.3680070183
723	0.3678881441
724	0.3678062284
725	0.3676939466
726	0.3676221889
727	0.367529454
728	0.3674653266
729	0.3673131049
730	0.3672349378
731	0.3671611739
732	0.367102656
733	0.3670387426
734	0.3669362539
735	0.3668283122
736	0.366754232
737	0.3667490493
738	0.3666852401
739	0.3665437502
740	0.3664803058
741	0.3663805839
742	0.3661868197
743	0.3660159805
744	0.3658894833
745	0.3658226111
746	0.3657821472
747	0.3657695361
748	0.3657326361
749	0.3655674896
750	0.3655158186
751	0.3654895321
752	0.365397336
753	0.365331372
754	0.3652386128
755	0.3651666968
756	0.3650767209
757	0.365014176
758	0.3649665281
759	0.3649387732
760	0.3649364934
761	0.3648532071
762	0.3648317659
763	0.3646975502
764	0.3646632819
765	0.3645834113
766	0.3644841328
767	0.3643787279
768	0.3643189442
769	0.3642130665
770	0.3640940934
771	0.3639766108
772	0.363883791
773	0.3637673905
774	0.3636006348
775	0.3635391563
776	0.3634648031
777	0.3634641838
778	0.3633740156
779	0.3633439675
780	0.3632904971
781	0.3632441538
782	0.3632035276
783	0.3631107938
784	0.3630072199
785	0.3629525023
786	0.3628501431
787	0.362834959
788	0.3627993221
789	0.3627247937
790	0.3626892618
791	0.3626855391
792	0.3626009783
793	0.3624658977
794	0.3622872597
795	0.3622699108
796	0.3622409113
797	0.362235812
798	0.3621249589
799	0.3620214386
800	0.3619861513
801	0.3619169965
802	0.361852509
803	0.3618039474
804	0.3616849054
805	0.3615136149
806	0.361386615
807	0.3612759544
808	0.361186412
809	0.3610697446
810	0.3609899269
811	0.3609252052
812	0.3608584383
813	0.360819064
814	0.3607744871
815	0.3606765345
816	0.3605489652
817	0.3605027003
818	0.3604603504
819	0.3603166571
820	0.3602714716
821	0.3601936252
822	0.3600485959
823	0.3598991121
824	0.3597801993
825	0.3596806415
826	0.3595752859
827	0.3595416476
828	0.3595406202
829	0.3594273146
830	0.3593977282
831	0.3592520718
832	0.3592262017
833	0.3591911214
834	0.3590522337
835	0.3589480235
836	0.3589476308
837	0.3587851949
838	0.3586991932
839	0.35850135
840	0.3584870562
841	0.358475338
842	0.3582931398
843	0.3581345398
844	0.3579756655
845	0.3578459405
846	0.3577926332
847	0.357630114
848	0.3575498606
849	0.3574008301
850	0.3572388225
851	0.3571749355
852	0.3571254537
853	0.3570252854
854	0.3569682907
855	0.3568487912
856	0.3568131546
857	0.3567730399
858	0.356665347
859	0.3565366606
860	0.3564232521
861	0.3564134215
862	0.3563383178
863	0.3562771689
864	0.3562260409
865	0.356137417
866	0.3560599421
867	0.3559589639
868	0.3558603904
869	0.3557813807
870	0.3557227238
871	0.3556383833
872	0.3555349637
873	0.3554554393
874	0.355387035
875	0.3553151325
876	0.3552675738
877	0.3551703228
878	0.3551047051
879	0.3549908614
880	0.3548551981
881	0.3548516614
882	0.3547104224
883	0.3546684282
884	0.3545503082
885	0.3545181116
886	0.3543907795
887	0.3543278083
888	0.3542433147
889	0.3541903662
890	0.3541609952
891	0.3540606807
892	0.3540146101
893	0.3539144994
894	0.3538506513
895	0.3538123819
896	0.3537834016
897	0.3537827857
898	0.3536654472
899	0.353587763
900	0.3535066943
901	0.3533655412
902	0.3532754151
903	0.3532164312
904	0.3531941366
905	0.3530784221
906	0.3529557066
907	0.3528318443
908	0.3527610338
909	0.3526624353
910	0.3525521398
911	0.3525211047
912	0.3525210921
913	0.3524028415
914	0.352351027
915	0.3523117545
916	0.352286768
917	0.3521555171
918	0.3521347222
919	0.3520724457
920	0.3519659656
921	0.351796067
922	0.3517831195
923	0.3516786638
924	0.3515286862
925	0.3514930262
926	0.351389446
927	0.3512479336
928	0.3511316215
929	0.3510147402
930	0.3510064983
931	0.3509493706
932	0.3508569039
933	0.3507413631
934	0.3506291361
935	0.3505371685
936	0.3504445953
937	0.3502230047
938	0.3501786997
939	0.3500875005
940	0.3499704729
941	0.3498268225
942	0.3497659475
943	0.3496815424
944	0.3496003962
945	0.3494963813
946	0.3494165182
947	0.3492926781
948	0.3491908423
949	0.3490873818
950	0.3490494912
951	0.3489514903
952	0.3488557015
953	0.3487489981
954	0.3486051775
955	0.3485965366
956	0.3484582929
957	0.3483365124
958	0.3483046976
959	0.3482135024
960	0.348114754
961	0.348010913
962	0.3479694512
963	0.3478770872
964	0.3477624775
965	0.3477454899
966	0.3476587084
967	0.3475579758
968	0.3474685113
969	0.3473190689
970	0.3472480083
971	0.3471364838
972	0.3469506069
973	0.3468717376
974	0.3467590584
975	0.3466953856
976	0.3465972882
977	0.3465613263
978	0.3465599202
979	0.3464807563
980	0.3464131021
981	0.3463200933
982	0.3462282905
983	0.3461786897
984	0.346102178
985	0.3460254337
986	0.3459741596
987	0.3458969849
988	0.345841818
989	0.3457725136
990	0.3457233742
991	0.3455939225
992	0.3455039296
993	0.345450007
994	0.3453230221
995	0.3452532483
996	0.3452077283
997	0.3451497671
998	0.345031047
999	0.3449953841
