Modelos,Vizinhos Proximos,Escala dos Dados,Variáveis Utilizadas,Acurácia Média,Recall Médio,Precisão Média
KNeighborsClassifier(n_neighbors=7),7,RobustScaler,18,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,17,0.9550526315789473,0.9470839260312947,0.9640823211875842
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,25,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,19,0.9550526315789473,0.9470839260312944,0.963697705802969
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,24,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,23,0.9550526315789473,0.9470839260312944,0.963697705802969
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,28,0.9550526315789473,0.9418207681365576,0.9685097358781569
KNeighborsClassifier(n_neighbors=11),11,Original,23,0.9550526315789473,0.9418207681365576,0.9682715103767736
KNeighborsClassifier(n_neighbors=17),17,Original,27,0.9550526315789473,0.9365576102418208,0.9735267656320288
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,23,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,28,0.9550526315789473,0.9470839260312947,0.9637728937728938
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,22,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,22,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(),5,MaxAbsScaler,27,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(),5,MaxAbsScaler,26,0.9550526315789473,0.9418207681365576,0.9685560053981106
KNeighborsClassifier(n_neighbors=17),17,Normalizer,30,0.9550175438596492,0.9470839260312947,0.9633815307499518
KNeighborsClassifier(),5,QuantileTransformer,28,0.9550175438596492,0.9470839260312947,0.9633815307499518
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,29,0.9550175438596492,0.941678520625889,0.96796992481203
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,22,0.9550175438596492,0.9418207681365576,0.9686909581646423
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,21,0.9550175438596492,0.9365576102418208,0.9730650154798763
KNeighborsClassifier(),5,RobustScaler,21,0.9550175438596492,0.9365576102418208,0.9735419630156471
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,22,0.9550175438596492,0.9418207681365576,0.9689473684210526
KNeighborsClassifier(n_neighbors=15),15,Normalizer,30,0.9550175438596492,0.9470839260312947,0.9633815307499518
KNeighborsClassifier(n_neighbors=11),11,Original,27,0.9550175438596492,0.9418207681365576,0.968805120910384
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,27,0.9550175438596492,0.9470839260312944,0.9636842105263158
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,28,0.9550175438596492,0.9470839260312944,0.9633997155049787
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,22,0.955017543859649,0.9364153627311522,0.9732501732501732
KNeighborsClassifier(),5,Normalizer,25,0.955017543859649,0.9523470839260313,0.9586971586971587
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,22,0.955017543859649,0.9364153627311522,0.9732501732501732
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,29,0.955017543859649,0.941678520625889,0.9681048775785619
KNeighborsClassifier(n_neighbors=11),11,Original,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,Original,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,25,0.955017543859649,0.9470839260312944,0.9638326585695006
KNeighborsClassifier(n_neighbors=17),17,Original,28,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=23),23,Normalizer,25,0.955017543859649,0.9470839260312944,0.9635481635481635
KNeighborsClassifier(n_neighbors=17),17,Original,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,Original,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,24,0.955017543859649,0.9470839260312944,0.9638326585695006
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,26,0.955017543859649,0.9469416785206259,0.9629766724503568
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,29,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=11),11,Original,22,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=21),21,Normalizer,19,0.955017543859649,0.9523470839260313,0.9579847053531264
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,22,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,Original,25,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,Original,25,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,26,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(),5,Original,16,0.955017543859649,0.9365576102418208,0.974081774081774
KNeighborsClassifier(n_neighbors=7),7,Original,16,0.955017543859649,0.9365576102418208,0.97325746799431
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,30,0.955017543859649,0.9365576102418208,0.9743589743589742
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,29,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,28,0.955017543859649,0.9418207681365576,0.9690958164642375
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,28,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,26,0.955017543859649,0.9365576102418208,0.9743589743589742
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,24,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,23,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,23,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,25,0.955017543859649,0.9470839260312944,0.9632392832392831
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,24,0.955017543859649,0.9470839260312944,0.9632392832392831
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,20,0.955017543859649,0.9470839260312944,0.963931623931624
KNeighborsClassifier(n_neighbors=9),9,Normalizer,30,0.955017543859649,0.9470839260312944,0.9632392832392831
KNeighborsClassifier(n_neighbors=7),7,Normalizer,30,0.955017543859649,0.9523470839260313,0.9579926079926079
KNeighborsClassifier(n_neighbors=11),11,Normalizer,17,0.955017543859649,0.9576102418207683,0.9544444444444444
KNeighborsClassifier(n_neighbors=13),13,Original,24,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,Original,24,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=21),21,Normalizer,18,0.955017543859649,0.9523470839260313,0.9593589743589742
KNeighborsClassifier(n_neighbors=17),17,Normalizer,18,0.955017543859649,0.9576102418207683,0.954846779237023
KNeighborsClassifier(n_neighbors=23),23,Normalizer,19,0.955017543859649,0.9523470839260313,0.9579847053531264
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,18,0.955017543859649,0.9470839260312944,0.9638253638253638
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,18,0.955017543859649,0.9418207681365576,0.9686684660368872
KNeighborsClassifier(n_neighbors=17),17,Original,23,0.955017543859649,0.9418207681365576,0.9689535689535689
KNeighborsClassifier(n_neighbors=3),3,Normalizer,26,0.955017543859649,0.9523470839260313,0.9593589743589742
KNeighborsClassifier(n_neighbors=15),15,Normalizer,6,0.955017543859649,0.962873399715505,0.9489541160593792
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,28,0.955017543859649,0.9470839260312947,0.963540260908682
KNeighborsClassifier(n_neighbors=21),21,Normalizer,22,0.955017543859649,0.9523470839260313,0.9584272531640952
KNeighborsClassifier(),5,MinMaxScaler,17,0.955017543859649,0.9470839260312944,0.9633980133980133
KNeighborsClassifier(n_neighbors=19),19,Original,22,0.955017543859649,0.9418207681365576,0.9688034188034187
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,27,0.9549824561403509,0.9523470839260313,0.9585262185262184
KNeighborsClassifier(n_neighbors=25),25,Normalizer,18,0.9549824561403509,0.9469416785206259,0.9635627530364372
KNeighborsClassifier(n_neighbors=13),13,Normalizer,18,0.9549824561403509,0.9574679943100997,0.9543069681708962
KNeighborsClassifier(n_neighbors=11),11,Normalizer,24,0.9549824561403509,0.9469416785206259,0.9631505999927052
KNeighborsClassifier(n_neighbors=13),13,Normalizer,23,0.9549824561403509,0.9469416785206259,0.9626994721731563
KNeighborsClassifier(n_neighbors=3),3,MinMaxScaler,17,0.9549824561403509,0.9470839260312947,0.9646086369770581
KNeighborsClassifier(n_neighbors=19),19,Normalizer,20,0.9549824561403509,0.9574679943100997,0.9527519422256263
KNeighborsClassifier(n_neighbors=17),17,Original,22,0.9549824561403509,0.941678520625889,0.968413757887442
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,28,0.9549824561403509,0.9418207681365576,0.9694871794871794
KNeighborsClassifier(),5,RobustScaler,28,0.9549824561403509,0.9470839260312944,0.9634053081421502
KNeighborsClassifier(n_neighbors=15),15,Original,22,0.9549824561403509,0.941678520625889,0.968413757887442
KNeighborsClassifier(n_neighbors=7),7,RobustScaler,29,0.9549824561403509,0.9523470839260313,0.9585097358781569
KNeighborsClassifier(n_neighbors=19),19,Normalizer,6,0.9549824561403509,0.962873399715505,0.9488045738045738
KNeighborsClassifier(n_neighbors=17),17,Normalizer,6,0.9549824561403509,0.962873399715505,0.9488045738045738
KNeighborsClassifier(n_neighbors=17),17,Normalizer,21,0.9549824561403509,0.9522048364153626,0.9581573476310318
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,29,0.9549824561403508,0.9418207681365576,0.9694871794871794
KNeighborsClassifier(n_neighbors=13),13,Normalizer,22,0.9549824561403508,0.9522048364153626,0.9577372919478183
KNeighborsClassifier(),5,Normalizer,23,0.9549824561403508,0.9522048364153626,0.958029689608637
KNeighborsClassifier(n_neighbors=15),15,Normalizer,22,0.9549824561403508,0.9522048364153626,0.9577372919478183
KNeighborsClassifier(),5,Normalizer,22,0.9549824561403508,0.9522048364153626,0.958029689608637
KNeighborsClassifier(n_neighbors=13),13,Normalizer,5,0.9549473684210525,0.962873399715505,0.9495295334833204
KNeighborsClassifier(n_neighbors=13),13,Normalizer,24,0.9549473684210525,0.9522048364153626,0.9586909581646423
KNeighborsClassifier(),5,MinMaxScaler,20,0.9524912280701756,0.931294452347084,0.9733997155049787
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,17,0.9524912280701756,0.931294452347084,0.9728228228228228
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,18,0.9524912280701756,0.931294452347084,0.9738045738045737
KNeighborsClassifier(n_neighbors=13),13,Original,18,0.9524912280701756,0.9365576102418208,0.9679943100995733
KNeighborsClassifier(n_neighbors=15),15,MaxAbsScaler,16,0.9524912280701754,0.931294452347084,0.9729498729498729
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,18,0.9524912280701754,0.926031294452347,0.978078078078078
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,17,0.9524912280701754,0.931294452347084,0.9731073178441599
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,18,0.9524912280701754,0.931294452347084,0.9729498729498729
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,21,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,30,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,28,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,21,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,21,0.9524561403508771,0.9365576102418208,0.9675358875358876
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,27,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,29,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,21,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,30,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,27,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,24,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,22,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,22,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=9),9,Original,17,0.9524561403508771,0.931294452347084,0.9736842105263157
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,25,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,24,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,24,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,Original,18,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=7),7,Original,18,0.9524561403508771,0.9365576102418206,0.9688259109311741
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,23,0.9524561403508771,0.9365576102418208,0.9675358875358876
KNeighborsClassifier(n_neighbors=21),21,Original,19,0.9524561403508771,0.926031294452347,0.9783466983466983
KNeighborsClassifier(n_neighbors=19),19,Original,19,0.9524561403508771,0.926031294452347,0.9783466983466983
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,25,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(),5,Original,19,0.9524561403508771,0.9418207681365576,0.962106096842939
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,23,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,23,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,25,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,26,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=11),11,Original,17,0.9524561403508771,0.9365576102418208,0.9681286549707602
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,26,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,23,0.9524561403508771,0.926031294452347,0.9786555786555786
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,22,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,26,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,16,0.9524561403508771,0.9365576102418208,0.9679791127159548
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,21,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,21,0.9524561403508771,0.9365576102418208,0.9678203825572247
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,17,0.9524561403508771,0.931294452347084,0.9735346682715104
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,20,0.9524561403508771,0.926031294452347,0.9786555786555786
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,18,0.9524561403508771,0.926031294452347,0.9783783783783784
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,18,0.9524561403508771,0.9365576102418206,0.9688259109311741
KNeighborsClassifier(n_neighbors=25),25,StandardScaler,17,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,21,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,19,0.9524561403508771,0.926031294452347,0.9783466983466983
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,19,0.9524561403508771,0.9365576102418208,0.9676946176946177
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,22,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,19,0.9524561403508771,0.9365576102418208,0.9686763686763686
KNeighborsClassifier(),5,MaxAbsScaler,20,0.9524561403508771,0.931294452347084,0.9727911427911428
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,22,0.9524561403508771,0.931294452347084,0.9732501732501733
KNeighborsClassifier(),5,MaxAbsScaler,18,0.9524561403508771,0.9418207681365576,0.9627159548212181
KNeighborsClassifier(n_neighbors=3),3,MinMaxScaler,22,0.9524561403508771,0.931294452347084,0.9735346682715104
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,17,0.9524561403508771,0.931294452347084,0.9735346682715104
KNeighborsClassifier(),5,RobustScaler,17,0.9524561403508771,0.9470839260312944,0.9576726726726725
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,17,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,17,0.9524561403508771,0.9365576102418208,0.9678203825572247
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,21,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,21,0.9524561403508771,0.926031294452347,0.9786555786555786
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,18,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=25),25,StandardScaler,18,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,16,0.9524561403508771,0.926031294452347,0.9783704757388968
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,17,0.9524561403508771,0.931294452347084,0.9729498729498729
KNeighborsClassifier(n_neighbors=25),25,StandardScaler,19,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,17,0.9524561403508771,0.9365576102418208,0.9696769940672378
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,20,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,20,0.9524561403508771,0.9365576102418208,0.9678203825572247
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,17,0.9524561403508771,0.9365576102418208,0.9681286549707602
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,17,0.9524561403508771,0.9365576102418208,0.9679791127159548
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,18,0.9524561403508771,0.931294452347084,0.9732501732501733
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,23,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(),5,MaxAbsScaler,23,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,27,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,16,0.952421052631579,0.931294452347084,0.9733997155049787
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,25,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,18,0.952421052631579,0.9418207681365576,0.96310731784416
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,27,0.952421052631579,0.9418207681365576,0.9634053081421502
KNeighborsClassifier(),5,MaxAbsScaler,24,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,20,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=21),21,RobustScaler,3,0.952421052631579,0.9365576102418208,0.9686763686763686
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,20,0.952421052631579,0.9365576102418208,0.9685560053981106
KNeighborsClassifier(n_neighbors=23),23,RobustScaler,3,0.952421052631579,0.9418207681365576,0.963120813120813
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,22,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=25),25,RobustScaler,3,0.952421052631579,0.9418207681365576,0.963120813120813
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,30,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,29,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=17),17,MaxAbsScaler,29,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=3),3,Normalizer,18,0.952421052631579,0.9470839260312947,0.9587728937728937
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,27,0.952421052631579,0.9365576102418208,0.9685560053981106
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,20,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=3),3,Original,30,0.952421052631579,0.9418207681365576,0.9630004498425551
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,3,0.952421052631579,0.9365576102418208,0.9686763686763686
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,23,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,26,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=21),21,RobustScaler,19,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,19,0.952421052631579,0.9312944523470839,0.9733997155049787
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,20,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,25,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,23,0.952421052631579,0.9365576102418208,0.9682715103767736
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,23,0.952421052631579,0.9365576102418208,0.9682715103767736
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,23,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,21,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,30,0.952421052631579,0.9418207681365576,0.9634053081421502
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,29,0.952421052631579,0.9523470839260313,0.9548840048840048
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,22,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=3),3,Original,17,0.952421052631579,0.9418207681365576,0.9627861130957106
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,26,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=23),23,Original,3,0.952421052631579,0.9418207681365576,0.963120813120813
KNeighborsClassifier(n_neighbors=13),13,Original,19,0.952421052631579,0.9312944523470839,0.9733997155049787
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,30,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,25,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=7),7,Original,17,0.952421052631579,0.9365576102418208,0.9692105263157895
KNeighborsClassifier(n_neighbors=9),9,Original,16,0.952421052631579,0.926031294452347,0.9786628733997155
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,27,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=21),21,Original,3,0.952421052631579,0.9365576102418208,0.9686763686763686
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,29,0.952421052631579,0.9418207681365576,0.9626736524569341
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,27,0.952421052631579,0.9365576102418208,0.9689608636977057
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=13),13,Original,30,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,29,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=23),23,Original,20,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,21,0.952421052631579,0.931294452347084,0.9736842105263157
KNeighborsClassifier(n_neighbors=7),7,Original,21,0.952421052631579,0.9418207681365576,0.963697705802969
KNeighborsClassifier(n_neighbors=21),21,Original,20,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,16,0.952421052631579,0.9365576102418208,0.9678441599494232
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,19,0.952421052631579,0.9470839260312944,0.9577135145556198
KNeighborsClassifier(n_neighbors=9),9,Original,22,0.952421052631579,0.9365576102418208,0.9685560053981106
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,24,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,24,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,24,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(),5,Normalizer,29,0.952421052631579,0.9470839260312944,0.9578411725780146
KNeighborsClassifier(n_neighbors=17),17,Original,30,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=9),9,Original,21,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=19),19,Original,21,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=21),21,Original,21,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=21),21,Original,29,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=7),7,Original,20,0.952421052631579,0.9418207681365576,0.963697705802969
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,17,0.952421052631579,0.9418207681365576,0.9626842747895379
KNeighborsClassifier(n_neighbors=19),19,Original,20,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,29,0.9523859649122809,0.9470839260312944,0.9576854297906928
