Modelos,Vizinhos Proximos,Escala dos Dados,Variáveis Utilizadas,Acurácia Média,Recall Médio,Precisão Média
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,22,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,22,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,23,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,30,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,30,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,23,0.9524561403508771,0.931294452347084,0.9729412929412928
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,21,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,24,0.9524561403508771,0.931294452347084,0.9727911427911428
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,29,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,29,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,25,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,21,0.9524561403508771,0.9418207681365576,0.9628654970760234
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,29,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,18,0.9524561403508771,0.9365576102418208,0.9679791127159548
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,18,0.9524561403508771,0.931294452347084,0.9735346682715104
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,18,0.9524561403508771,0.931294452347084,0.9739541160593792
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,20,0.9524561403508771,0.926031294452347,0.9785054285054284
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,23,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,27,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,27,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=21),21,Original,22,0.9524561403508771,0.926031294452347,0.9783466983466983
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,23,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,24,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,22,0.9524561403508771,0.931294452347084,0.9732501732501733
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,19,0.9524561403508771,0.931294452347084,0.9735346682715104
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,20,0.9524561403508771,0.9365576102418208,0.9678441599494232
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,20,0.9524561403508771,0.926031294452347,0.9783783783783784
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,28,0.9524561403508771,0.931294452347084,0.9727732257144022
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,29,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,24,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,25,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,25,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,27,0.952421052631579,0.9418207681365576,0.9634053081421502
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,27,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(),5,StandardScaler,20,0.952421052631579,0.9365576102418208,0.9675173625638023
KNeighborsClassifier(n_neighbors=3),3,Original,30,0.952421052631579,0.9418207681365576,0.9630004498425551
KNeighborsClassifier(),5,StandardScaler,23,0.952421052631579,0.9365576102418208,0.9685560053981106
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,20,0.952421052631579,0.9365576102418208,0.9682715103767736
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,19,0.952421052631579,0.9365576102418206,0.9689608636977057
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,23,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,21,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,23,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,23,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(),5,QuantileTransformer,24,0.952421052631579,0.9470839260312947,0.957698925067346
KNeighborsClassifier(),5,RobustScaler,21,0.952421052631579,0.9470839260312944,0.9574448942869995
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,21,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,30,0.952421052631579,0.9418207681365576,0.9634053081421502
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,18,0.952421052631579,0.9365576102418206,0.9689608636977057
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=3),3,Original,18,0.952421052631579,0.9365576102418208,0.96796992481203
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,27,0.952421052631579,0.9365576102418208,0.9685560053981106
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,26,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,30,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,26,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,26,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,29,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=15),15,Original,29,0.952421052631579,0.9365576102418208,0.9681213602266233
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,25,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(),5,MinMaxScaler,24,0.952421052631579,0.9418207681365576,0.963697705802969
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,30,0.952421052631579,0.9365576102418208,0.9677945628410024
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,26,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,26,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,26,0.952421052631579,0.9418207681365576,0.9630004498425551
KNeighborsClassifier(n_neighbors=9),9,Original,24,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=13),13,Original,21,0.952421052631579,0.9365576102418208,0.9682715103767736
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,27,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,26,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(),5,MaxAbsScaler,25,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=17),17,Original,20,0.952421052631579,0.931294452347084,0.9733680354732985
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,24,0.952421052631579,0.9418207681365576,0.9629485876854298
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,25,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=21),21,Original,25,0.952421052631579,0.931294452347084,0.9735267656320288
KNeighborsClassifier(n_neighbors=15),15,Original,19,0.952421052631579,0.9312944523470839,0.9736842105263157
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,27,0.952421052631579,0.9365576102418208,0.9689608636977057
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,25,0.952421052631579,0.9418207681365576,0.9628417196838249
KNeighborsClassifier(n_neighbors=13),13,Original,30,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,28,0.952421052631579,0.9365576102418208,0.9679626300678932
KNeighborsClassifier(n_neighbors=17),17,Original,30,0.952421052631579,0.931294452347084,0.9736769157821789
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,6,0.9523859649122809,0.9418207681365576,0.9641891891891892
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,6,0.9523859649122809,0.9418207681365576,0.9641891891891892
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,30,0.9523859649122809,0.9418207681365576,0.9629227679692075
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,29,0.9523859649122809,0.9365576102418208,0.968805120910384
KNeighborsClassifier(n_neighbors=23),23,Normalizer,19,0.9523859649122807,0.9418207681365576,0.9638326585695006
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,29,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,29,0.9523859649122807,0.9364153627311522,0.96796992481203
KNeighborsClassifier(n_neighbors=19),19,RobustScaler,24,0.9523859649122807,0.931294452347084,0.9743589743589742
KNeighborsClassifier(n_neighbors=15),15,Normalizer,22,0.9523859649122807,0.941678520625889,0.9635627530364375
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,25,0.9523859649122807,0.931294452347084,0.9743589743589742
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,25,0.9523859649122807,0.9365576102418208,0.9688034188034187
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,27,0.9523859649122807,0.9418207681365576,0.9633980133980133
KNeighborsClassifier(n_neighbors=23),23,Normalizer,22,0.9523859649122807,0.9418207681365576,0.9635481635481635
KNeighborsClassifier(n_neighbors=23),23,Normalizer,17,0.9523859649122807,0.9258890469416785,0.9789473684210528
KNeighborsClassifier(n_neighbors=19),19,RobustScaler,22,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(n_neighbors=15),15,RobustScaler,23,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,22,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,27,0.9523859649122807,0.9418207681365576,0.9633980133980133
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,28,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(n_neighbors=11),11,Original,30,0.9523859649122807,0.9418207681365576,0.9632495653548284
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,28,0.9523859649122807,0.9418207681365576,0.9633980133980133
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,26,0.9523859649122807,0.9470839260312944,0.9582771030139451
KNeighborsClassifier(n_neighbors=13),13,StandardScaler,26,0.9523859649122807,0.9365576102418208,0.9689535689535689
KNeighborsClassifier(),5,Normalizer,27,0.9523859649122807,0.9523470839260313,0.9528716976085396
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,25,0.9523859649122807,0.931294452347084,0.9743589743589742
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,29,0.9523859649122807,0.9365576102418208,0.968805120910384
KNeighborsClassifier(n_neighbors=3),3,Original,29,0.9523859649122807,0.9418207681365576,0.9633980133980133
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,30,0.9523859649122807,0.9365576102418208,0.9684962406015037
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,18,0.9523859649122807,0.9418207681365576,0.964102564102564
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,19,0.9523859649122807,0.9365576102418208,0.9692307692307693
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,30,0.9523859649122807,0.9470839260312947,0.9585470085470085
KNeighborsClassifier(),5,MinMaxScaler,25,0.9523859649122807,0.9418207681365576,0.9638326585695006
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,30,0.9523859649122807,0.9364153627311522,0.9678018575851393
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,23,0.9523859649122807,0.9365576102418208,0.968805120910384
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,19,0.9523859649122807,0.9365576102418208,0.9683416686512661
KNeighborsClassifier(n_neighbors=3),3,Original,28,0.9523859649122807,0.9418207681365576,0.9633980133980133
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,21,0.9523859649122807,0.9365576102418208,0.9689608636977057
KNeighborsClassifier(n_neighbors=15),15,Original,28,0.9523859649122807,0.9418207681365576,0.9635481635481635
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,28,0.9523508771929825,0.9418207681365576,0.964081774081774
KNeighborsClassifier(n_neighbors=11),11,Normalizer,22,0.9523508771929825,0.9469416785206258,0.9577372919478183
KNeighborsClassifier(n_neighbors=17),17,Normalizer,19,0.9523508771929825,0.9364153627311522,0.968413757887442
KNeighborsClassifier(n_neighbors=3),3,Original,26,0.9523508771929825,0.9418207681365576,0.963540260908682
KNeighborsClassifier(n_neighbors=21),21,Normalizer,21,0.9523508771929825,0.9364153627311522,0.968413757887442
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,26,0.9523508771929825,0.9365576102418208,0.9694871794871794
KNeighborsClassifier(n_neighbors=9),9,Original,29,0.9523508771929825,0.9418207681365576,0.964081774081774
KNeighborsClassifier(),5,Original,25,0.9523508771929825,0.9470839260312947,0.9585097358781569
KNeighborsClassifier(),5,Normalizer,9,0.9523508771929825,0.9576102418207683,0.9493866780773071
KNeighborsClassifier(n_neighbors=9),9,Normalizer,21,0.9523508771929825,0.9469416785206259,0.958029689608637
KNeighborsClassifier(n_neighbors=23),23,Normalizer,21,0.9523508771929825,0.9364153627311522,0.968413757887442
KNeighborsClassifier(n_neighbors=1),1,QuantileTransformer,26,0.9523508771929825,0.9523470839260313,0.9541496374423204
KNeighborsClassifier(n_neighbors=11),11,Normalizer,23,0.9523508771929825,0.9469416785206259,0.9576029470766313
KNeighborsClassifier(n_neighbors=7),7,RobustScaler,20,0.9523508771929825,0.9365576102418208,0.9686909581646423
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,30,0.9523508771929825,0.9364153627311522,0.9682636077372919
KNeighborsClassifier(n_neighbors=21),21,Normalizer,6,0.9523508771929825,0.9576102418207683,0.9485346682715103
KNeighborsClassifier(n_neighbors=21),21,Normalizer,28,0.9523508771929825,0.9418207681365576,0.964081774081774
KNeighborsClassifier(n_neighbors=9),9,Normalizer,25,0.9523508771929825,0.9469416785206258,0.9578874420979684
KNeighborsClassifier(),5,RobustScaler,19,0.9523508771929825,0.9365576102418208,0.9686684660368872
KNeighborsClassifier(n_neighbors=13),13,Normalizer,7,0.9523508771929825,0.962873399715505,0.9446858233764523
KNeighborsClassifier(),5,Normalizer,24,0.9523508771929825,0.9522048364153626,0.9523397891818945
KNeighborsClassifier(n_neighbors=9),9,Normalizer,24,0.9523508771929825,0.941678520625889,0.9625314049462655
KNeighborsClassifier(n_neighbors=15),15,Normalizer,8,0.9523508771929825,0.962873399715505,0.9446858233764523
KNeighborsClassifier(n_neighbors=13),13,Normalizer,8,0.9523508771929825,0.962873399715505,0.9446858233764523
KNeighborsClassifier(n_neighbors=11),11,Normalizer,8,0.9523508771929825,0.962873399715505,0.9446858233764523
KNeighborsClassifier(n_neighbors=25),25,Normalizer,22,0.9523508771929825,0.941678520625889,0.9632928475033739
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,19,0.9523508771929825,0.957610241820768,0.9486289142900182
KNeighborsClassifier(),5,RobustScaler,30,0.9523508771929825,0.9418207681365576,0.9632465779834201
KNeighborsClassifier(n_neighbors=11),11,RobustScaler,30,0.9523508771929825,0.9365576102418208,0.9694871794871794
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,30,0.9523508771929825,0.9365576102418208,0.9694871794871794
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,6,0.9523508771929825,0.941678520625889,0.9635481635481635
KNeighborsClassifier(),5,RobustScaler,29,0.9523157894736842,0.9470839260312944,0.9584120557804768
KNeighborsClassifier(n_neighbors=11),11,Normalizer,5,0.9523157894736842,0.962873399715505,0.9445508706099206
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,19,0.9523157894736842,0.9418207681365576,0.9640817740817742
KNeighborsClassifier(n_neighbors=15),15,Normalizer,5,0.9523157894736842,0.962873399715505,0.9445508706099206
KNeighborsClassifier(n_neighbors=7),7,Normalizer,25,0.9523157894736842,0.9522048364153626,0.953285552759237
KNeighborsClassifier(n_neighbors=25),25,Normalizer,6,0.9523157894736842,0.962873399715505,0.9445362811216469
KNeighborsClassifier(n_neighbors=1),1,QuantileTransformer,28,0.9523157894736842,0.9523470839260313,0.9533985605038238
KNeighborsClassifier(n_neighbors=23),23,Normalizer,6,0.9523157894736842,0.962873399715505,0.9445362811216469
KNeighborsClassifier(n_neighbors=1),1,QuantileTransformer,25,0.9523157894736842,0.9523470839260313,0.9535487106539738
KNeighborsClassifier(n_neighbors=1),1,QuantileTransformer,30,0.952315789473684,0.957610241820768,0.948805120910384
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,22,0.9498245614035088,0.926031294452347,0.9727732257144022
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,21,0.9498245614035088,0.9365576102418208,0.9632703553756187
KNeighborsClassifier(n_neighbors=25),25,StandardScaler,22,0.9498245614035088,0.9207681365576104,0.9783466983466983
KNeighborsClassifier(n_neighbors=17),17,Original,18,0.9498245614035088,0.926031294452347,0.9732501732501733
KNeighborsClassifier(n_neighbors=19),19,RobustScaler,18,0.9498245614035088,0.9207681365576101,0.978078078078078
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,20,0.9498245614035088,0.926031294452347,0.9732501732501733
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,22,0.9498245614035088,0.9365576102418208,0.9628654970760234
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,6,0.9498245614035088,0.9365576102418208,0.9628733997155049
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,23,0.9498245614035088,0.931294452347084,0.9675358875358876
KNeighborsClassifier(n_neighbors=21),21,Original,23,0.9498245614035088,0.9207681365576104,0.9783466983466983
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,26,0.9498245614035088,0.926031294452347,0.9727732257144022
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,18,0.9498245614035087,0.931294452347084,0.9679791127159548
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,23,0.9498245614035087,0.9207681365576104,0.9785054285054284
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,18,0.9498245614035087,0.931294452347084,0.9679791127159548
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,19,0.9498245614035087,0.931294452347084,0.9679791127159548
KNeighborsClassifier(n_neighbors=13),13,Original,20,0.9497894736842106,0.926031294452347,0.9731152204836416
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,18,0.9497894736842106,0.9258890469416784,0.97325746799431
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,18,0.9497894736842106,0.931294452347084,0.9678441599494232
KNeighborsClassifier(n_neighbors=15),15,Original,18,0.9497894736842106,0.926031294452347,0.9733997155049787
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,21,0.9497894736842106,0.931294452347084,0.9686763686763686
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,5,0.9497894736842106,0.931294452347084,0.9686763686763686
KNeighborsClassifier(n_neighbors=7),7,MaxAbsScaler,23,0.9497894736842106,0.9365576102418208,0.9626640926640928
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,27,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,27,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=15),15,StandardScaler,26,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,27,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,28,0.9497894736842104,0.931294452347084,0.9677945628410024
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,27,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=19),19,Original,25,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,25,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(),5,MaxAbsScaler,21,0.9497894736842104,0.931294452347084,0.968421052631579
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,27,0.9497894736842104,0.9258890469416784,0.9724729254141019
KNeighborsClassifier(n_neighbors=25),25,Original,22,0.9497894736842104,0.9206258890469418,0.9780463980463981
KNeighborsClassifier(n_neighbors=21),21,Original,26,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=9),9,Original,21,0.9497894736842104,0.9365576102418208,0.9632928475033739
KNeighborsClassifier(n_neighbors=11),11,Original,21,0.9497894736842104,0.931294452347084,0.9682715103767736
KNeighborsClassifier(n_neighbors=19),19,Original,26,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=25),25,Original,21,0.9497894736842104,0.926031294452347,0.9733680354732985
KNeighborsClassifier(n_neighbors=19),19,RobustScaler,21,0.9497894736842104,0.926031294452347,0.9733680354732985
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,25,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(),5,MaxAbsScaler,20,0.9497894736842104,0.9365576102418208,0.9630004498425551
KNeighborsClassifier(n_neighbors=23),23,Original,25,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,23,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,24,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=21),21,StandardScaler,24,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(n_neighbors=19),19,StandardScaler,24,0.9497894736842104,0.926031294452347,0.9736769157821789
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,25,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=21),21,Original,24,0.9497894736842104,0.926031294452347,0.9733680354732985
KNeighborsClassifier(),5,MinMaxScaler,23,0.9497894736842104,0.9365576102418208,0.963697705802969
KNeighborsClassifier(n_neighbors=17),17,StandardScaler,28,0.9497894736842104,0.931294452347084,0.9677945628410024
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,25,0.9497894736842104,0.931294452347084,0.967812479917743
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,20,0.9497894736842104,0.9365576102418208,0.9630004498425551
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,26,0.9497894736842104,0.926031294452347,0.9735267656320288
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,19,0.9497894736842104,0.9365576102418208,0.9630004498425551
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,19,0.9497894736842104,0.931294452347084,0.9685560053981106
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,27,0.9497894736842104,0.931294452347084,0.9677945628410024
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,18,0.9497894736842104,0.931294452347084,0.9688259109311741
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,18,0.9497894736842104,0.931294452347084,0.9681140654824866
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,30,0.9497894736842104,0.9365576102418208,0.9630004498425551
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,29,0.9497894736842104,0.931294452347084,0.9677945628410024
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,26,0.9497894736842104,0.931294452347084,0.9679626300678932
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,29,0.9497894736842104,0.931294452347084,0.9677945628410024
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,20,0.9497894736842104,0.9365576102418208,0.9627159548212181
KNeighborsClassifier(),5,MinMaxScaler,22,0.9497894736842104,0.9365576102418208,0.963697705802969
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,22,0.9497894736842104,0.931294452347084,0.9679712100764732
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,18,0.9497543859649124,0.931294452347084,0.96796992481203
KNeighborsClassifier(n_neighbors=11),11,Normalizer,17,0.9497543859649124,0.9364153627311522,0.9635627530364375
KNeighborsClassifier(),5,StandardScaler,24,0.9497543859649124,0.9365576102418208,0.9630908351960983
KNeighborsClassifier(n_neighbors=7),7,StandardScaler,24,0.9497543859649124,0.9418207681365576,0.9579699248120301
KNeighborsClassifier(n_neighbors=13),13,Normalizer,17,0.9497543859649124,0.9364153627311522,0.9635627530364375
KNeighborsClassifier(n_neighbors=25),25,Normalizer,17,0.9497543859649124,0.9258890469416785,0.973233082706767
KNeighborsClassifier(n_neighbors=23),23,RobustScaler,21,0.9497543859649124,0.926031294452347,0.973391812865497
KNeighborsClassifier(n_neighbors=1),1,MinMaxScaler,29,0.9497543859649124,0.9470839260312944,0.9533918128654971
KNeighborsClassifier(n_neighbors=7),7,Normalizer,11,0.9497543859649124,0.9523470839260313,0.9483997155049787
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,30,0.9497543859649124,0.9365576102418208,0.9630908351960983
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,23,0.9497543859649124,0.9365576102418208,0.9636842105263158
KNeighborsClassifier(n_neighbors=23),23,StandardScaler,20,0.9497543859649124,0.9312944523470839,0.968421052631579
KNeighborsClassifier(),5,MinMaxScaler,30,0.9497543859649124,0.9365576102418208,0.9635627530364372
KNeighborsClassifier(n_neighbors=9),9,StandardScaler,22,0.9497543859649124,0.9418207681365576,0.9588259109311741
KNeighborsClassifier(),5,MinMaxScaler,29,0.9497543859649124,0.9365576102418208,0.9635627530364372
KNeighborsClassifier(n_neighbors=9),9,Original,18,0.9497543859649124,0.931294452347084,0.9686909581646423
KNeighborsClassifier(n_neighbors=25),25,Normalizer,18,0.9497543859649124,0.9311522048364154,0.9678362573099417
KNeighborsClassifier(n_neighbors=9),9,RobustScaler,24,0.9497543859649122,0.931294452347084,0.9689535689535689
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,26,0.9497543859649122,0.931294452347084,0.9688034188034187
KNeighborsClassifier(n_neighbors=19),19,RobustScaler,25,0.9497543859649122,0.931294452347084,0.9688034188034187
KNeighborsClassifier(n_neighbors=21),21,RobustScaler,25,0.9497543859649122,0.931294452347084,0.9688034188034187
KNeighborsClassifier(n_neighbors=15),15,Original,20,0.9497543859649122,0.9365576102418206,0.9638326585695006
