iter	RMSE
493	2.016228709
494	2.015795834
495	2.015380953
496	2.015104326
497	2.01494236
498	2.014353481
499	2.013756045
500	2.01343109
501	2.012986858
502	2.012563011
503	2.012206887
504	2.011812073
505	2.011291446
506	2.010658331
507	2.010176884
508	2.009806325
509	2.009638462
510	2.009312887
511	2.008820459
512	2.008524582
513	2.008288232
514	2.00827454
515	2.007922965
516	2.007540112
517	2.007045257
518	2.006517652
519	2.005986603
520	2.005744218
521	2.005316429
522	2.005020773
523	2.004542883
524	2.004257569
525	2.003692534
526	2.003254865
527	2.002896263
528	2.002482709
529	2.002277556
530	2.001851818
531	2.001479087
532	2.001180053
533	2.000728585
534	2.000240004
535	1.99999188
536	1.999735266
537	1.99945904
538	1.999130507
539	1.998649566
540	1.99812439
541	1.997867127
542	1.99748013
543	1.997245233
544	1.996793537
545	1.996436526
546	1.995813848
547	1.995414877
548	1.994904585
549	1.994485369
550	1.994100975
551	1.993741473
552	1.993153735
553	1.992752178
554	1.992370996
555	1.991846623
556	1.991382999
557	1.99094343
558	1.990590599
559	1.990353293
560	1.989844468
561	1.989371342
562	1.988892721
563	1.988464429
564	1.988087898
565	1.987599747
566	1.986984377
567	1.986523558
568	1.985835934
569	1.985194761
570	1.984833298
571	1.984478286
572	1.983903168
573	1.983474633
574	1.983081455
575	1.982541719
576	1.982224246
577	1.981656238
578	1.981176067
579	1.980832177
580	1.980452953
581	1.980091552
582	1.979669321
583	1.979334475
584	1.978948341
585	1.978428726
586	1.978054881
587	1.977486664
588	1.9771963
589	1.97668856
590	1.976336998
591	1.975849073
592	1.975221027
593	1.974982651
594	1.974462013
595	1.974093877
596	1.973548129
597	1.973101792
598	1.972720483
599	1.972236078
600	1.971677179
601	1.971166144
602	1.970751372
603	1.97028234
604	1.969769687
605	1.969278206
606	1.968760265
607	1.96823645
608	1.967820871
609	1.967145418
610	1.966482077
611	1.966022978
612	1.965413262
613	1.964776067
614	1.96429176
615	1.963907731
616	1.963159586
617	1.962649602
618	1.962115739
619	1.96167015
620	1.961224165
621	1.960766779
622	1.960207065
623	1.95967418
624	1.95924602
625	1.958833341
626	1.958355401
627	1.95787841
628	1.957321251
629	1.956700374
630	1.956354643
631	1.955812282
632	1.955127931
633	1.954599751
634	1.954052142
635	1.953313337
636	1.952955218
637	1.952240908
638	1.951670455
639	1.951127887
640	1.950507783
641	1.949625933
642	1.949132914
643	1.948713713
644	1.948208002
645	1.947653501
646	1.947198636
647	1.946656905
648	1.946107289
649	1.945621606
650	1.945299535
651	1.944907061
652	1.944258456
653	1.943894842
654	1.943557724
655	1.942886564
656	1.942385897
657	1.941793362
658	1.941412759
659	1.941156081
660	1.940614899
661	1.93986761
662	1.939436163
663	1.938933967
664	1.938397964
665	1.937867725
666	1.937372675
667	1.937115025
668	1.936470175
669	1.936264131
670	1.935787799
671	1.935267732
672	1.93477787
673	1.9342113
674	1.933887634
675	1.933010693
676	1.932350496
677	1.932099049
678	1.931533618
679	1.931185985
680	1.930449514
681	1.929815316
682	1.92958896
683	1.929376026
684	1.928781348
685	1.928514031
686	1.928016366
687	1.927588348
688	1.927019816
689	1.926537503
690	1.925937983
691	1.925557189
692	1.924814432
693	1.924316458
694	1.92379001
695	1.923268733
696	1.92294653
697	1.922800468
698	1.922178297
699	1.921517625
700	1.920960908
701	1.920234565
702	1.91965928
703	1.919211775
704	1.918962795
705	1.918399161
706	1.91815873
707	1.917731267
708	1.917402992
709	1.916993375
710	1.916407135
711	1.915950887
712	1.915579869
713	1.915305355
714	1.914752328
715	1.914340381
716	1.913682582
717	1.91315465
718	1.912666104
719	1.912193404
720	1.911519363
721	1.911291714
722	1.910982341
723	1.910498343
724	1.90962174
725	1.909289412
726	1.908698323
727	1.908587016
728	1.908154414
729	1.907560486
730	1.907193879
731	1.907021633
732	1.906540061
733	1.906160959
734	1.90602464
735	1.905365139
736	1.90485217
737	1.904232668
738	1.903866103
739	1.903434458
740	1.902998064
741	1.902551693
742	1.901915514
743	1.901459022
744	1.90087633
745	1.900574781
746	1.900224323
747	1.899946553
748	1.899621089
749	1.898922182
750	1.898010175
751	1.897694645
752	1.89750369
753	1.897177349
754	1.896932306
755	1.896469093
756	1.896052428
757	1.895326054
758	1.894781098
759	1.89430837
760	1.893562843
761	1.893136436
762	1.8926853
763	1.892305655
764	1.891809227
765	1.891661791
766	1.891075283
767	1.890275857
768	1.889689056
769	1.889346864
770	1.888661936
771	1.888142812
772	1.887724925
773	1.887364983
774	1.887001887
775	1.886398368
776	1.885685946
777	1.885154132
778	1.884771051
779	1.884543351
780	1.884074723
781	1.883881571
782	1.883592203
783	1.883220327
784	1.882834515
785	1.882393418
786	1.881648498
787	1.881160688
788	1.880454742
789	1.879986379
790	1.879327733
791	1.879081166
792	1.878666601
793	1.878411205
794	1.877984805
795	1.87727285
796	1.876744193
797	1.87608233
798	1.875186836
799	1.874801042
800	1.874668045
801	1.874372307
802	1.874055447
803	1.873589244
804	1.873128344
805	1.872906613
806	1.872697325
807	1.872030938
808	1.871234072
809	1.870988028
810	1.870133228
811	1.869602012
812	1.869142729
813	1.868657752
814	1.868247687
815	1.867873289
816	1.867536368
817	1.867132492
818	1.866817034
819	1.866472623
820	1.865928237
821	1.865547428
822	1.865221014
823	1.8644205
824	1.863992353
825	1.863594543
826	1.863235309
827	1.86265215
828	1.862248214
829	1.861877417
830	1.861391972
831	1.860825673
832	1.860548624
833	1.86018136
834	1.859662757
835	1.858988874
836	1.85839283
837	1.858003034
838	1.857438084
839	1.857022055
840	1.856291668
841	1.855810116
842	1.855566274
843	1.855130114
844	1.854564743
845	1.854258736
846	1.854136039
847	1.853497411
848	1.853197684
849	1.852538442
850	1.852121911
851	1.851507096
852	1.850899096
853	1.850616066
854	1.850147986
855	1.849561674
856	1.848827149
857	1.848314118
858	1.847854737
859	1.847460696
860	1.84695343
861	1.846476359
862	1.845843194
863	1.845192039
864	1.845090148
865	1.844624724
866	1.844034174
867	1.843737728
868	1.843262587
869	1.842490385
870	1.842401242
871	1.841673865
872	1.841051295
873	1.840762391
874	1.840318469
875	1.840158913
876	1.839614947
877	1.839028421
878	1.838423788
879	1.837792724
880	1.837184208
881	1.836944411
882	1.836470091
883	1.836128334
884	1.835567625
885	1.835195906
886	1.834951453
887	1.834824471
888	1.834008525
889	1.833452961
890	1.83322615
891	1.833076567
892	1.832163306
893	1.831620606
894	1.831332857
895	1.830722175
896	1.830204337
897	1.82977894
898	1.829225675
899	1.828975204
900	1.828321425
901	1.827818907
902	1.827381911
903	1.827044848
904	1.826753604
905	1.826134109
906	1.825882047
907	1.825466315
908	1.825291512
909	1.824725179
910	1.824178498
911	1.823802922
912	1.823525953
913	1.822993439
914	1.822802008
915	1.822661674
916	1.822314584
917	1.821706924
918	1.821343503
919	1.820834747
920	1.820320812
921	1.819642403
922	1.818775304
923	1.818051031
924	1.817474868
925	1.81729116
926	1.816947259
927	1.816300937
928	1.815716759
929	1.81554774
930	1.815346723
931	1.815042276
932	1.814625037
933	1.814158412
934	1.813714491
935	1.813478432
936	1.813066031
937	1.812415491
938	1.811971131
939	1.810968225
940	1.810630084
941	1.810380621
942	1.810228625
943	1.809965243
944	1.809613663
945	1.809070641
946	1.808598801
947	1.808016254
948	1.807151582
949	1.806680368
950	1.806090631
951	1.805390999
952	1.804906659
953	1.804304918
954	1.803778911
955	1.803062866
956	1.802475063
957	1.8021368
958	1.801549229
959	1.800839783
960	1.800747126
961	1.799821905
962	1.79918383
963	1.798877239
964	1.798281609
965	1.797845057
966	1.797428287
967	1.797037869
968	1.79636773
969	1.796019249
970	1.795448166
971	1.795197398
972	1.794797799
973	1.79457851
974	1.79441016
975	1.793957074
976	1.793118915
977	1.792868728
978	1.792400962
979	1.791962307
980	1.79134576
981	1.791226095
982	1.790686126
983	1.78998005
984	1.789736496
985	1.789216238
986	1.788839403
987	1.788476311
988	1.787811251
989	1.787565774
990	1.787258066
991	1.786635641
992	1.78610212
993	1.785687908
994	1.785473264
995	1.785090482
996	1.784618959
997	1.784302197
998	1.78347195
999	1.783242238
1000	1.782452278
1001	1.781988123
1002	1.781558637
1003	1.781030025
1004	1.780579365
1005	1.779797554
1006	1.779301703
1007	1.778821609
1008	1.778625782
1009	1.778242761
1010	1.777928508
1011	1.777377167
1012	1.777034008
1013	1.776767309
1014	1.7766242
1015	1.77608479
1016	1.775740489
1017	1.775179376
1018	1.774867754
1019	1.774653242
1020	1.774061402
1021	1.773989841
1022	1.773717946
1023	1.773479214
1024	1.773378751
1025	1.773065665
1026	1.772909302
1027	1.772420167
1028	1.771758246
1029	1.771167299
1030	1.771064979
1031	1.77037028
1032	1.769885198
1033	1.769609073
1034	1.76901747
1035	1.768369858
1036	1.767760976
1037	1.767497645
1038	1.766958487
1039	1.766794322
1040	1.766617556
1041	1.76630301
1042	1.765934504
1043	1.765674258
1044	1.765364079
1045	1.764973285
1046	1.764508587
1047	1.764230565
1048	1.764120273
1049	1.763614065
1050	1.763537471
1051	1.76320551
1052	1.762726449
1053	1.762329645
1054	1.761765414
1055	1.761664741
1056	1.761322633
1057	1.761180116
1058	1.760846742
1059	1.760476769
1060	1.760297213
1061	1.759943474
1062	1.759453797
1063	1.759044935
1064	1.75846281
1065	1.758353979
1066	1.75798344
1067	1.757728685
1068	1.757121861
1069	1.756435831
1070	1.755952598
